SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag
S0000395,20240105,PH0063,PR0147,5,89.49,53.94,35.55,No
S0000396,20240105,PH0063,PR0131,1,26.48,19.76,6.72,No
S0000397,20240105,PH0063,PR0096,4,29.74,19.66,10.08,No
S0000398,20240105,PH0063,PR0142,1,68.71,53.42,15.29,No
S0000399,20240105,PH0066,PR0185,2,26.98,21.98,5.0,No
S0000400,20240105,PH0070,PR0048,14,168.14,120.07,48.07,No
S0000401,20240105,PH0071,PR0054,16,143.79,95.41,48.38,No
S0000402,20240105,PH0073,PR0023,7,106.12,73.95,32.17,Yes
S0000403,20240105,PH0074,PR0025,4,332.63,241.8,90.83,No
S0000404,20240105,PH0076,PR0189,9,182.15,121.23,60.92,No
S0000405,20240105,PH0078,PR0126,7,28.41,18.68,9.73,No
S0000406,20240105,PH0083,PR0152,15,356.74,237.75,118.99,No
S0000407,20240105,PH0087,PR0110,8,169.76,105.68,64.08,No
S0000408,20240105,PH0087,PR0164,5,65.1,40.55,24.55,No
S0000409,20240105,PH0088,PR0136,2,25.15,17.32,7.83,No
S0000410,20240105,PH0088,PR0128,5,106.17,69.55,36.62,No
S0000411,20240105,PH0094,PR0063,7,20.43,14.5,5.93,Yes
S0000412,20240105,PH0095,PR0119,4,122.35,100.48,21.87,No
S0000413,20240105,PH0095,PR0140,14,348.54,215.94,132.6,No
S0000414,20240105,PH0096,PR0208,3,48.72,32.76,15.96,No
S0000415,20240105,PH0098,PR0136,3,38.96,25.64,13.32,No
S0000416,20240105,PH0100,PR0157,9,214.83,141.34,73.49,No
S0000417,20240105,PH0101,PR0018,4,169.51,133.41,36.1,No
S0000418,20240105,PH0103,PR0097,5,51.9,35.74,16.16,No
S0000419,20240105,PH0104,PR0182,4,26.0,17.43,8.57,No
S0000420,20240105,PH0104,PR0030,8,116.27,72.09,44.18,No
S0000421,20240105,PH0106,PR0114,17,396.32,268.04,128.28,Yes
S0000422,20240105,PH0106,PR0199,8,445.12,337.21,107.91,No
S0000423,20240105,PH0106,PR0150,8,659.32,517.46,141.86,No
S0000424,20240105,PH0108,PR0118,4,286.34,203.27,83.07,No
S0000425,20240105,PH0109,PR0066,12,135.34,86.29,49.05,No
S0000426,20240105,PH0109,PR0104,15,42.02,28.87,13.15,No
S0000427,20240105,PH0110,PR0013,6,109.32,73.76,35.56,No
S0000428,20240105,PH0111,PR0045,11,71.72,49.56,22.16,No
S0000429,20240105,PH0112,PR0030,5,74.08,48.12,25.96,No
S0000430,20240105,PH0113,PR0197,7,154.57,100.73,53.84,No
S0000431,20240105,PH0117,PR0029,1,7.33,5.44,1.89,Yes
S0000432,20240105,PH0117,PR0009,5,54.13,40.03,14.1,No
S0000433,20240105,PH0119,PR0097,7,71.57,49.04,22.53,Yes
S0000434,20240105,PH0120,PR0124,8,388.44,294.99,93.45,No
S0000435,20240105,PH0120,PR0163,1,90.57,72.49,18.08,Yes
S0000436,20240106,PH0002,PR0065,9,82.37,57.66,24.71,No
S0000437,20240106,PH0002,PR0096,13,96.67,64.45,32.22,No
S0000438,20240106,PH0005,PR0182,6,29.53,19.33,10.2,No
S0000439,20240106,PH0008,PR0207,7,35.23,27.17,8.06,Yes
S0000440,20240106,PH0009,PR0182,10,66.25,42.07,24.18,No
S0000441,20240106,PH0017,PR0166,12,155.4,107.3,48.1,No
S0000442,20240106,PH0022,PR0003,9,130.44,99.0,31.44,No
S0000443,20240106,PH0023,PR0154,1,98.82,73.1,25.72,No
S0000444,20240106,PH0024,PR0081,8,132.08,87.59,44.49,No
S0000445,20240106,PH0024,PR0016,1,12.94,8.73,4.21,No
S0000446,20240106,PH0026,PR0032,4,104.92,77.25,27.67,No
S0000447,20240106,PH0027,PR0106,5,328.43,256.92,71.51,No
S0000448,20240106,PH0027,PR0079,11,155.81,111.2,44.61,No
S0000449,20240106,PH0027,PR0072,11,318.38,200.27,118.11,No
S0000450,20240106,PH0028,PR0088,1,91.82,69.2,22.62,No
S0000451,20240106,PH0030,PR0086,3,20.08,16.3,3.78,Yes
S0000452,20240106,PH0035,PR0162,18,53.32,37.8,15.52,No
S0000453,20240106,PH0035,PR0048,8,88.39,61.23,27.16,No
S0000454,20240106,PH0041,PR0003,10,120.32,93.5,26.82,Yes
S0000455,20240106,PH0042,PR0178,10,176.15,117.01,59.14,No
S0000456,20240106,PH0043,PR0029,7,73.13,50.71,22.42,No
S0000457,20240106,PH0046,PR0118,3,208.5,150.66,57.84,No
S0000458,20240106,PH0046,PR0088,2,166.94,139.98,26.96,Yes
S0000459,20240106,PH0047,PR0199,3,166.92,131.21,35.71,No
S0000460,20240106,PH0051,PR0064,4,57.64,47.4,10.24,Yes
S0000461,20240106,PH0054,PR0043,18,239.72,175.71,64.01,No
S0000462,20240106,PH0056,PR0032,12,325.01,244.96,80.05,No
S0000463,20240106,PH0058,PR0014,9,119.94,83.5,36.44,No
S0000464,20240106,PH0058,PR0187,4,72.36,49.35,23.01,No
S0000465,20240106,PH0062,PR0099,7,163.79,106.9,56.89,No
S0000466,20240106,PH0062,PR0103,7,64.9,46.31,18.59,No
S0000467,20240106,PH0064,PR0180,6,293.86,225.61,68.25,No
S0000468,20240106,PH0067,PR0111,5,159.79,125.12,34.67,No
S0000469,20240106,PH0070,PR0087,4,30.92,22.81,8.11,No
S0000470,20240106,PH0070,PR0204,22,205.48,136.12,69.36,No
S0000471,20240106,PH0071,PR0206,17,70.74,49.2,21.54,No
S0000472,20240106,PH0072,PR0012,6,281.0,248.39,32.61,Yes
S0000473,20240106,PH0078,PR0102,4,85.86,60.14,25.72,No
S0000474,20240106,PH0078,PR0056,2,30.6,22.91,7.69,Yes
S0000475,20240106,PH0078,PR0002,8,57.93,41.79,16.14,No
S0000476,20240106,PH0081,PR0166,3,40.79,28.81,11.98,No
S0000477,20240106,PH0086,PR0166,6,81.59,55.46,26.13,No
S0000478,20240106,PH0087,PR0066,6,65.7,43.37,22.33,No
S0000479,20240106,PH0089,PR0110,3,60.48,38.51,21.97,No
S0000480,20240106,PH0092,PR0161,1,23.01,18.66,4.35,No
S0000481,20240106,PH0093,PR0200,9,62.93,44.67,18.26,No
S0000482,20240106,PH0094,PR0125,3,63.72,42.44,21.28,No
S0000483,20240106,PH0095,PR0115,15,233.57,167.88,65.69,No
S0000484,20240106,PH0095,PR0072,5,146.11,91.6,54.51,No
S0000485,20240106,PH0095,PR0016,13,158.34,119.46,38.88,Yes
S0000486,20240106,PH0096,PR0200,13,98.8,67.14,31.66,No
S0000487,20240106,PH0096,PR0038,8,45.44,31.93,13.51,No
S0000488,20240106,PH0096,PR0143,4,161.12,125.28,35.84,No
S0000489,20240106,PH0097,PR0067,3,50.97,41.97,9.0,Yes
S0000490,20240106,PH0098,PR0014,2,23.45,16.27,7.18,No
S0000491,20240106,PH0098,PR0143,3,114.8,88.42,26.38,No
S0000492,20240106,PH0099,PR0102,4,71.19,56.32,14.87,Yes
S0000493,20240106,PH0100,PR0084,3,54.33,37.3,17.03,No
S0000494,20240106,PH0100,PR0078,12,253.12,187.05,66.07,Yes
S0000495,20240106,PH0101,PR0086,4,39.61,28.77,10.84,No
S0000496,20240106,PH0104,PR0154,1,94.25,70.55,23.7,No
S0000497,20240106,PH0107,PR0204,14,124.22,85.8,38.42,No
S0000498,20240106,PH0108,PR0149,4,29.75,21.83,7.92,No
S0000499,20240106,PH0114,PR0004,12,167.04,102.39,64.65,No
S0000500,20240106,PH0116,PR0040,10,244.81,171.05,73.76,No
S0000501,20240107,PH0015,PR0185,6,77.82,64.08,13.74,No
S0000502,20240107,PH0017,PR0096,8,48.54,36.16,12.38,Yes
S0000503,20240107,PH0018,PR0186,17,308.73,214.43,94.3,No
S0000504,20240107,PH0021,PR0034,8,99.45,69.6,29.85,No
S0000505,20240107,PH0022,PR0125,8,235.27,155.24,80.03,No
S0000506,20240107,PH0023,PR0139,3,32.01,20.63,11.38,No
S0000507,20240107,PH0027,PR0207,7,55.98,37.96,18.02,No
S0000508,20240107,PH0029,PR0144,13,301.12,191.53,109.59,No
S0000509,20240107,PH0035,PR0071,25,433.55,288.32,145.23,No
S0000510,20240107,PH0036,PR0056,12,189.23,129.68,59.55,No
S0000511,20240107,PH0036,PR0101,1,102.12,74.15,27.97,No
S0000512,20240107,PH0037,PR0043,14,190.07,139.3,50.77,No
S0000513,20240107,PH0042,PR0206,16,75.69,55.07,20.62,No
S0000514,20240107,PH0042,PR0086,8,81.48,61.72,19.76,No
S0000515,20240107,PH0043,PR0075,11,140.46,116.01,24.45,Yes
S0000516,20240107,PH0044,PR0096,16,117.83,82.82,35.01,No
S0000517,20240107,PH0045,PR0053,6,55.44,40.34,15.1,No
S0000518,20240107,PH0049,PR0196,8,30.39,21.8,8.59,No
S0000519,20240107,PH0051,PR0147,11,128.32,92.14,36.18,Yes
S0000520,20240107,PH0051,PR0151,19,183.32,122.96,60.36,No
S0000521,20240107,PH0053,PR0103,22,225.46,167.01,58.45,No
S0000522,20240107,PH0054,PR0045,6,40.29,28.59,11.7,No
S0000523,20240107,PH0057,PR0109,5,83.17,59.37,23.8,No
S0000524,20240107,PH0059,PR0094,13,434.2,286.33,147.87,No
S0000525,20240107,PH0060,PR0020,5,89.51,58.88,30.63,No
S0000526,20240107,PH0062,PR0144,9,167.03,126.35,40.68,Yes
S0000527,20240107,PH0065,PR0048,1,9.99,7.84,2.15,Yes
S0000528,20240107,PH0065,PR0220,4,60.87,39.29,21.58,No
S0000529,20240107,PH0066,PR0183,16,167.41,125.13,42.28,Yes
S0000530,20240107,PH0069,PR0050,7,54.46,40.63,13.83,No
S0000531,20240107,PH0075,PR0162,4,12.24,8.35,3.89,No
S0000532,20240107,PH0078,PR0207,8,63.37,42.12,21.25,No
S0000533,20240107,PH0078,PR0068,6,75.33,56.1,19.23,No
S0000534,20240107,PH0079,PR0137,5,71.45,46.96,24.49,No
S0000535,20240107,PH0091,PR0152,8,178.11,136.66,41.45,Yes
S0000536,20240107,PH0095,PR0115,4,62.29,44.62,17.67,No
S0000537,20240107,PH0097,PR0190,4,104.96,68.63,36.33,No
S0000538,20240107,PH0098,PR0043,7,85.98,60.59,25.39,No
S0000539,20240107,PH0099,PR0045,2,13.04,9.05,3.99,No
S0000540,20240107,PH0099,PR0003,5,67.1,49.62,17.48,No
S0000541,20240107,PH0101,PR0059,22,238.39,160.44,77.95,No
S0000542,20240107,PH0103,PR0205,8,192.28,121.41,70.87,No
S0000543,20240107,PH0104,PR0185,4,53.44,43.44,10.0,No
S0000544,20240107,PH0104,PR0088,1,99.55,75.21,24.34,No
S0000545,20240107,PH0105,PR0087,13,95.47,69.92,25.55,No
S0000546,20240107,PH0106,PR0041,2,152.0,114.57,37.43,No
S0000547,20240107,PH0106,PR0032,12,359.23,270.17,89.06,No
S0000548,20240107,PH0108,PR0164,12,160.93,103.13,57.8,No
S0000549,20240107,PH0111,PR0033,6,86.74,64.03,22.71,Yes
S0000550,20240107,PH0111,PR0096,6,39.68,29.46,10.22,Yes
S0000551,20240107,PH0112,PR0058,6,77.11,52.58,24.53,No
S0000552,20240107,PH0113,PR0062,5,312.74,250.04,62.7,No
S0000553,20240107,PH0114,PR0060,10,664.52,547.79,116.73,No
S0000554,20240107,PH0116,PR0021,9,113.89,80.26,33.63,No
S0000555,20240107,PH0117,PR0178,6,76.33,50.84,25.49,No
S0000556,20240107,PH0117,PR0198,9,78.06,48.03,30.03,No
S0000557,20240107,PH0118,PR0007,7,100.3,74.46,25.84,Yes
S0000558,20240107,PH0119,PR0142,12,856.27,661.09,195.18,No
S0000559,20240107,PH0119,PR0075,11,170.36,121.28,49.08,No
S0000560,20240107,PH0119,PR0150,4,339.08,257.72,81.36,No
S0000561,20240108,PH0004,PR0199,12,495.99,383.77,112.22,No
S0000562,20240108,PH0004,PR0114,12,241.77,142.23,99.54,No
S0000563,20240108,PH0004,PR0003,7,73.27,53.63,19.64,No
S0000564,20240108,PH0005,PR0191,4,184.3,137.01,47.29,No
S0000565,20240108,PH0006,PR0168,3,68.37,44.34,24.03,No
S0000566,20240108,PH0009,PR0148,1,70.85,51.03,19.82,No
S0000567,20240108,PH0010,PR0191,3,182.53,136.53,46.0,No
S0000568,20240108,PH0010,PR0088,2,199.1,149.41,49.69,No
S0000569,20240108,PH0015,PR0090,9,126.36,80.65,45.71,No
S0000570,20240108,PH0016,PR0078,5,103.4,83.48,19.92,Yes
S0000571,20240108,PH0016,PR0034,9,92.19,72.12,20.07,Yes
S0000572,20240108,PH0016,PR0162,16,55.64,38.77,16.87,No
S0000573,20240108,PH0017,PR0019,11,707.19,561.17,146.02,No
S0000574,20240108,PH0018,PR0182,4,23.22,14.94,8.28,No
S0000575,20240108,PH0018,PR0157,11,241.56,162.45,79.11,No
S0000576,20240108,PH0018,PR0135,15,293.25,193.56,99.69,No
S0000577,20240108,PH0018,PR0105,7,86.36,58.78,27.58,No
S0000578,20240108,PH0021,PR0054,5,51.08,35.14,15.94,No
S0000579,20240108,PH0021,PR0063,6,26.37,17.32,9.05,No
S0000580,20240108,PH0023,PR0063,22,96.7,61.79,34.91,No
S0000581,20240108,PH0023,PR0116,9,186.53,136.32,50.21,No
S0000582,20240108,PH0024,PR0202,13,182.0,125.31,56.69,No
S0000583,20240108,PH0027,PR0122,4,421.2,294.17,127.03,No
S0000584,20240108,PH0029,PR0093,6,90.41,63.51,26.9,No
S0000585,20240108,PH0032,PR0105,12,160.92,116.99,43.93,No
S0000586,20240108,PH0034,PR0052,10,66.85,42.71,24.14,No
S0000587,20240108,PH0034,PR0104,10,28.02,19.66,8.36,No
S0000588,20240108,PH0036,PR0172,2,46.77,35.29,11.48,No
S0000589,20240108,PH0036,PR0213,4,107.27,74.81,32.46,No
S0000590,20240108,PH0037,PR0155,8,139.52,105.94,33.58,No
S0000591,20240108,PH0037,PR0135,1,22.31,15.66,6.65,No
S0000592,20240108,PH0047,PR0032,2,59.87,44.42,15.45,No
S0000593,20240108,PH0047,PR0112,8,207.9,143.19,64.71,No
S0000594,20240108,PH0051,PR0002,7,38.38,28.9,9.48,No
S0000595,20240108,PH0051,PR0083,15,147.65,94.36,53.29,No
S0000596,20240108,PH0053,PR0150,6,494.49,375.01,119.48,No
S0000597,20240108,PH0053,PR0149,9,60.48,50.03,10.45,Yes
S0000598,20240108,PH0056,PR0172,2,48.3,37.77,10.53,No
S0000599,20240108,PH0056,PR0035,14,27.4,17.97,9.43,No
S0000600,20240108,PH0056,PR0026,6,126.6,79.84,46.76,No
S0000601,20240108,PH0058,PR0041,1,78.17,57.35,20.82,No
S0000602,20240108,PH0058,PR0132,4,48.69,34.16,14.53,No
S0000603,20240108,PH0065,PR0112,20,455.4,300.91,154.49,No
S0000604,20240108,PH0066,PR0026,13,300.28,194.64,105.64,No
S0000605,20240108,PH0066,PR0062,1,52.42,49.15,3.27,Yes
S0000606,20240108,PH0066,PR0104,10,22.9,18.57,4.33,Yes
S0000607,20240108,PH0067,PR0062,4,257.34,203.99,53.35,No
S0000608,20240108,PH0068,PR0093,10,111.93,76.46,35.47,No
S0000609,20240108,PH0070,PR0030,4,56.44,36.7,19.74,No
S0000610,20240108,PH0071,PR0048,5,57.05,40.78,16.27,No
S0000611,20240108,PH0071,PR0009,1,11.08,9.5,1.58,Yes
S0000612,20240108,PH0071,PR0216,9,465.52,388.09,77.43,Yes
S0000613,20240108,PH0071,PR0009,6,79.12,57.1,22.02,No
S0000614,20240108,PH0073,PR0157,25,596.75,415.3,181.45,No
S0000615,20240108,PH0073,PR0213,9,262.35,177.26,85.09,No
S0000616,20240108,PH0073,PR0109,17,307.36,212.92,94.44,No
S0000617,20240108,PH0074,PR0176,8,112.07,77.8,34.27,No
S0000618,20240108,PH0075,PR0064,8,162.11,119.37,42.74,No
S0000619,20240108,PH0077,PR0050,9,73.71,53.56,20.15,No
S0000620,20240108,PH0077,PR0155,6,83.75,73.95,9.8,Yes
S0000621,20240108,PH0077,PR0049,4,183.14,152.24,30.9,Yes
S0000622,20240108,PH0079,PR0197,4,65.61,44.4,21.21,No
S0000623,20240108,PH0080,PR0120,8,15.3,11.69,3.61,Yes
S0000624,20240108,PH0087,PR0074,5,10.6,7.07,3.53,No
S0000625,20240108,PH0087,PR0014,6,74.04,53.08,20.96,No
S0000626,20240108,PH0087,PR0054,18,170.28,116.41,53.87,No
S0000627,20240108,PH0087,PR0151,6,74.22,47.1,27.12,No
S0000628,20240108,PH0091,PR0115,10,152.75,106.48,46.27,No
S0000629,20240108,PH0091,PR0161,5,115.05,94.28,20.77,No
S0000630,20240108,PH0091,PR0207,9,71.29,48.54,22.75,No
S0000631,20240108,PH0093,PR0211,2,46.79,37.4,9.39,No
S0000632,20240108,PH0093,PR0161,2,41.11,33.24,7.87,No
S0000633,20240108,PH0094,PR0204,5,36.43,24.75,11.68,No
S0000634,20240108,PH0095,PR0205,6,145.59,88.36,57.23,No
S0000635,20240108,PH0095,PR0022,6,150.13,103.0,47.13,No
S0000636,20240108,PH0095,PR0083,7,92.76,62.43,30.33,No
S0000637,20240108,PH0096,PR0081,6,99.06,67.82,31.24,No
S0000638,20240108,PH0096,PR0080,2,121.94,99.47,22.47,No
S0000639,20240108,PH0097,PR0023,6,100.93,66.26,34.67,No
S0000640,20240108,PH0103,PR0027,2,207.92,146.82,61.1,No
S0000641,20240108,PH0103,PR0093,5,74.62,53.14,21.48,No
S0000642,20240108,PH0104,PR0108,1,15.06,11.53,3.53,No
S0000643,20240108,PH0104,PR0218,18,317.78,225.22,92.56,No
S0000644,20240108,PH0104,PR0008,2,123.65,99.76,23.89,Yes
S0000645,20240108,PH0106,PR0023,17,285.96,195.1,90.86,No
S0000646,20240108,PH0108,PR0020,15,263.42,175.28,88.14,No
S0000647,20240108,PH0108,PR0159,5,59.64,41.1,18.54,No
S0000648,20240108,PH0112,PR0150,7,576.9,440.97,135.93,No
S0000649,20240108,PH0113,PR0206,19,87.38,62.04,25.34,No
S0000650,20240108,PH0114,PR0202,11,141.68,90.37,51.31,No
S0000651,20240108,PH0117,PR0145,10,622.75,494.24,128.51,No
S0000652,20240108,PH0119,PR0141,2,96.79,74.13,22.66,No
S0000653,20240108,PH0120,PR0173,1,57.43,44.23,13.2,No
S0000654,20240108,PH0120,PR0032,4,108.34,81.77,26.57,No
S0000655,20240109,PH0004,PR0122,2,157.95,109.56,48.39,No
S0000656,20240109,PH0008,PR0070,7,44.72,29.93,14.79,No
S0000657,20240109,PH0009,PR0011,4,43.68,29.25,14.43,No
S0000658,20240109,PH0012,PR0210,10,329.68,197.08,132.6,No
S0000659,20240109,PH0015,PR0013,5,84.35,55.95,28.4,No
S0000660,20240109,PH0016,PR0078,3,74.46,51.08,23.38,No
S0000661,20240109,PH0017,PR0113,5,27.41,22.08,5.33,Yes
S0000662,20240109,PH0023,PR0204,12,121.05,82.4,38.65,No
S0000663,20240109,PH0027,PR0115,7,107.96,77.24,30.72,No
S0000664,20240109,PH0029,PR0096,10,60.54,46.12,14.42,Yes
S0000665,20240109,PH0031,PR0011,3,32.76,21.47,11.29,No
S0000666,20240109,PH0033,PR0103,15,139.08,99.57,39.51,No
S0000667,20240109,PH0033,PR0042,9,55.66,38.42,17.24,No
S0000668,20240109,PH0034,PR0066,11,112.88,83.34,29.54,Yes
S0000669,20240109,PH0036,PR0095,2,64.0,49.68,14.32,No
S0000670,20240109,PH0037,PR0050,11,94.59,72.89,21.7,No
S0000671,20240109,PH0039,PR0194,4,145.54,128.41,17.13,Yes
S0000672,20240109,PH0042,PR0138,5,173.56,128.62,44.94,No
S0000673,20240109,PH0042,PR0075,6,92.92,69.33,23.59,No
S0000674,20240109,PH0042,PR0148,3,218.64,162.79,55.85,No
S0000675,20240109,PH0044,PR0181,3,110.68,84.75,25.93,No
S0000676,20240109,PH0044,PR0164,6,80.46,50.36,30.1,No
S0000677,20240109,PH0045,PR0050,14,120.39,92.21,28.18,No
S0000678,20240109,PH0045,PR0011,11,120.12,78.48,41.64,No
S0000679,20240109,PH0048,PR0158,6,119.76,77.61,42.15,No
S0000680,20240109,PH0048,PR0090,10,140.4,84.4,56.0,No
S0000681,20240109,PH0051,PR0067,11,165.42,120.05,45.37,No
S0000682,20240109,PH0054,PR0009,6,85.78,63.37,22.41,No
S0000683,20240109,PH0054,PR0054,7,68.21,43.82,24.39,No
S0000684,20240109,PH0055,PR0150,1,82.41,65.01,17.4,No
S0000685,20240109,PH0055,PR0207,12,96.89,66.12,30.77,No
S0000686,20240109,PH0056,PR0132,11,117.77,80.78,36.99,No
S0000687,20240109,PH0058,PR0059,15,167.18,107.58,59.6,No
S0000688,20240109,PH0058,PR0036,15,518.4,331.67,186.73,No
S0000689,20240109,PH0058,PR0177,4,42.64,31.14,11.5,No
S0000690,20240109,PH0060,PR0074,4,8.9,6.0,2.9,No
S0000691,20240109,PH0063,PR0021,7,80.84,66.0,14.84,Yes
S0000692,20240109,PH0065,PR0064,12,235.48,170.6,64.88,No
S0000693,20240109,PH0066,PR0013,15,263.17,173.76,89.41,No
S0000694,20240109,PH0066,PR0142,4,274.85,205.98,68.87,No
S0000695,20240109,PH0069,PR0184,1,36.29,29.23,7.06,No
S0000696,20240109,PH0069,PR0216,2,128.02,96.56,31.46,No
S0000697,20240109,PH0069,PR0176,3,32.63,27.34,5.29,Yes
S0000698,20240109,PH0071,PR0035,3,5.87,3.86,2.01,No
S0000699,20240109,PH0071,PR0017,9,42.84,29.51,13.33,No
S0000700,20240109,PH0071,PR0036,6,182.4,119.31,63.09,No
S0000701,20240109,PH0072,PR0113,9,61.02,40.68,20.34,No
S0000702,20240109,PH0073,PR0021,16,213.12,144.71,68.41,No
S0000703,20240109,PH0076,PR0201,5,44.56,27.8,16.76,No
S0000704,20240109,PH0079,PR0074,12,19.84,13.89,5.95,No
S0000705,20240109,PH0081,PR0187,6,88.13,67.92,20.21,Yes
S0000706,20240109,PH0083,PR0048,6,74.22,50.58,23.64,No
S0000707,20240109,PH0083,PR0009,3,42.89,30.59,12.3,No
S0000708,20240109,PH0085,PR0215,1,43.56,39.78,3.78,Yes
S0000709,20240109,PH0087,PR0098,16,473.76,309.18,164.58,No
S0000710,20240109,PH0088,PR0155,8,122.25,92.29,29.96,No
S0000711,20240109,PH0088,PR0084,10,154.44,113.6,40.84,Yes
S0000712,20240109,PH0089,PR0119,4,110.69,87.8,22.89,No
S0000713,20240109,PH0090,PR0139,2,20.35,13.38,6.97,No
S0000714,20240109,PH0091,PR0076,3,156.66,119.33,37.33,No
S0000715,20240109,PH0092,PR0054,7,68.21,44.17,24.04,No
S0000716,20240109,PH0092,PR0089,7,102.81,73.55,29.26,No
S0000717,20240109,PH0093,PR0165,20,128.43,85.03,43.4,No
S0000718,20240109,PH0094,PR0084,10,141.26,93.63,47.63,No
S0000719,20240109,PH0095,PR0130,7,105.4,72.25,33.15,No
S0000720,20240109,PH0095,PR0139,17,176.36,120.23,56.13,No
S0000721,20240109,PH0097,PR0145,1,83.83,65.15,18.68,No
S0000722,20240109,PH0098,PR0081,6,94.11,61.75,32.36,No
S0000723,20240109,PH0098,PR0030,3,40.21,25.51,14.7,No
S0000724,20240109,PH0098,PR0067,6,109.9,79.81,30.09,No
S0000725,20240109,PH0099,PR0098,6,177.66,117.33,60.33,No
S0000726,20240109,PH0101,PR0204,6,58.84,41.04,17.8,No
S0000727,20240109,PH0101,PR0042,4,27.34,19.02,8.32,No
S0000728,20240109,PH0104,PR0140,7,170.95,102.08,68.87,No
S0000729,20240109,PH0104,PR0178,10,167.99,111.2,56.79,No
S0000730,20240109,PH0109,PR0013,10,173.76,119.47,54.29,No
S0000731,20240109,PH0112,PR0006,22,308.15,217.98,90.17,No
S0000732,20240109,PH0113,PR0059,13,140.87,93.33,47.54,No
S0000733,20240109,PH0114,PR0113,14,87.33,59.65,27.68,No
S0000734,20240109,PH0114,PR0178,7,105.04,69.07,35.97,No
S0000735,20240109,PH0114,PR0066,5,50.37,32.51,17.86,No
S0000736,20240109,PH0119,PR0170,7,185.82,120.03,65.79,No
S0000737,20240109,PH0119,PR0009,2,29.98,21.64,8.34,No
S0000738,20240110,PH0002,PR0009,4,57.74,41.99,15.75,No
S0000739,20240110,PH0004,PR0191,6,276.45,205.41,71.04,No
S0000740,20240110,PH0007,PR0158,3,62.87,40.56,22.31,No
S0000741,20240110,PH0008,PR0005,3,33.44,23.43,10.01,No
S0000742,20240110,PH0010,PR0150,8,565.74,501.49,64.25,Yes
S0000743,20240110,PH0013,PR0041,2,144.76,104.43,40.33,No
S0000744,20240110,PH0015,PR0167,20,179.4,112.2,67.2,No
S0000745,20240110,PH0017,PR0060,2,144.46,116.74,27.72,No
S0000746,20240110,PH0020,PR0119,4,116.52,95.09,21.43,No
S0000747,20240110,PH0023,PR0219,6,301.71,230.34,71.37,No
S0000748,20240110,PH0024,PR0216,4,269.52,201.21,68.31,No
S0000749,20240110,PH0024,PR0052,10,55.94,42.23,13.71,Yes
S0000750,20240110,PH0030,PR0181,9,251.46,197.58,53.88,No
S0000751,20240110,PH0032,PR0002,7,49.21,35.62,13.59,No
S0000752,20240110,PH0033,PR0092,1,58.62,47.52,11.1,Yes
S0000753,20240110,PH0034,PR0033,6,94.86,65.62,29.24,No
S0000754,20240110,PH0034,PR0140,10,244.21,149.74,94.47,No
S0000755,20240110,PH0037,PR0134,8,114.66,81.34,33.32,No
S0000756,20240110,PH0037,PR0005,6,90.03,63.94,26.09,No
S0000757,20240110,PH0042,PR0095,6,225.37,169.68,55.69,No
S0000758,20240110,PH0042,PR0212,2,5.1,3.09,2.01,No
S0000759,20240110,PH0042,PR0009,11,164.89,120.13,44.76,No
S0000760,20240110,PH0042,PR0021,4,57.54,40.4,17.14,No
S0000761,20240110,PH0044,PR0124,3,157.93,119.59,38.34,No
S0000762,20240110,PH0044,PR0200,8,62.62,43.84,18.78,No
S0000763,20240110,PH0044,PR0180,7,452.72,341.26,111.46,No
S0000764,20240110,PH0044,PR0075,9,116.47,98.67,17.8,Yes
S0000765,20240110,PH0045,PR0037,13,57.33,38.62,18.71,No
S0000766,20240110,PH0045,PR0174,5,46.62,32.9,13.72,No
S0000767,20240110,PH0046,PR0052,7,45.43,29.26,16.17,No
S0000768,20240110,PH0048,PR0027,2,199.92,139.61,60.31,No
S0000769,20240110,PH0051,PR0071,5,73.52,47.94,25.58,No
S0000770,20240110,PH0053,PR0063,4,16.21,11.15,5.06,Yes
S0000771,20240110,PH0053,PR0078,2,48.26,33.31,14.95,No
S0000772,20240110,PH0054,PR0190,9,231.66,147.78,83.88,No
S0000773,20240110,PH0054,PR0011,22,212.48,158.0,54.48,Yes
S0000774,20240110,PH0055,PR0159,15,182.39,121.43,60.96,No
S0000775,20240110,PH0058,PR0164,6,84.37,54.52,29.85,No
S0000776,20240110,PH0058,PR0195,22,330.5,234.69,95.81,No
S0000777,20240110,PH0058,PR0050,13,114.99,86.0,28.99,No
S0000778,20240110,PH0058,PR0038,1,6.13,4.14,1.99,No
S0000779,20240110,PH0059,PR0069,1,111.08,81.28,29.8,No
S0000780,20240110,PH0062,PR0093,2,27.26,19.28,7.98,No
S0000781,20240110,PH0064,PR0122,1,78.98,53.69,25.29,No
S0000782,20240110,PH0064,PR0050,5,31.94,24.38,7.56,No
S0000783,20240110,PH0067,PR0091,11,200.83,139.54,61.29,Yes
S0000784,20240110,PH0069,PR0170,12,280.21,186.03,94.18,No
S0000785,20240110,PH0069,PR0141,4,170.28,130.74,39.54,No
S0000786,20240110,PH0069,PR0151,9,105.76,69.57,36.19,No
S0000787,20240110,PH0070,PR0056,6,102.84,69.56,33.28,No
S0000788,20240110,PH0073,PR0126,11,43.34,27.65,15.69,No
S0000789,20240110,PH0073,PR0035,7,14.42,9.55,4.87,No
