SalesID,DateKey,PharmacyID,ProductID,UnitsSold,RevenueEUR,CostEUR,MarginEUR,PromoFlag,Profit_Margin_Pct,ASP,Margin_Tier
S0000281,20240104,PH0023,PR0219,4,201.14,150.76,50.38,No,25.05,50.28,Medium Margin
S0000282,20240104,PH0026,PR0093,7,92.41,65.52,26.89,No,29.1,13.2,Medium Margin
S0000283,20240104,PH0027,PR0179,5,52.52,40.15,12.37,No,23.55,10.5,Medium Margin
S0000284,20240104,PH0027,PR0018,3,125.92,97.92,28.0,No,22.24,41.97,Medium Margin
S0000285,20240104,PH0032,PR0090,3,42.12,25.41,16.71,No,39.67,14.04,High Margin
S0000286,20240104,PH0032,PR0090,16,224.64,142.01,82.63,No,36.78,14.04,High Margin
S0000287,20240104,PH0035,PR0095,2,64.0,49.05,14.95,No,23.36,32.0,Medium Margin
S0000288,20240104,PH0036,PR0142,6,364.71,272.97,91.74,No,25.15,60.78,Medium Margin
S0000289,20240104,PH0036,PR0162,13,38.51,26.03,12.48,No,32.41,2.96,High Margin
S0000290,20240104,PH0037,PR0183,12,132.37,101.77,30.6,Yes,23.12,11.03,Medium Margin
S0000291,20240104,PH0039,PR0218,13,222.82,163.72,59.1,No,26.52,17.14,Medium Margin
S0000292,20240104,PH0043,PR0136,11,128.49,99.25,29.24,Yes,22.76,11.68,Medium Margin
S0000293,20240104,PH0044,PR0144,14,318.11,214.54,103.57,No,32.56,22.72,High Margin
S0000294,20240104,PH0048,PR0169,3,104.37,76.2,28.17,No,26.99,34.79,Medium Margin
S0000295,20240104,PH0048,PR0117,16,81.6,53.71,27.89,No,34.18,5.1,High Margin
S0000296,20240104,PH0048,PR0171,2,145.95,121.53,24.42,Yes,16.73,72.97,Medium Margin
S0000297,20240104,PH0050,PR0012,4,230.13,182.95,47.18,No,20.5,57.53,Medium Margin
S0000298,20240104,PH0053,PR0183,9,108.2,75.31,32.89,No,30.4,12.02,High Margin
S0000299,20240104,PH0053,PR0149,10,75.81,54.71,21.1,No,27.83,7.58,Medium Margin
S0000300,20240104,PH0054,PR0179,2,20.81,15.68,5.13,No,24.65,10.4,Medium Margin
S0000301,20240104,PH0055,PR0182,11,72.88,46.61,26.27,No,36.05,6.63,High Margin
S0000302,20240104,PH0056,PR0052,4,24.66,16.5,8.16,No,33.09,6.16,High Margin
S0000303,20240104,PH0056,PR0125,8,206.95,138.88,68.07,No,32.89,25.87,High Margin
S0000304,20240104,PH0058,PR0039,7,156.58,112.84,43.74,Yes,27.93,22.37,Medium Margin
S0000305,20240104,PH0059,PR0195,2,27.82,19.44,8.38,No,30.12,13.91,High Margin
S0000306,20240104,PH0062,PR0086,3,26.88,19.15,7.73,No,28.76,8.96,Medium Margin
S0000307,20240104,PH0062,PR0040,4,97.93,69.13,28.8,No,29.41,24.48,Medium Margin
S0000308,20240104,PH0065,PR0055,4,238.9,223.51,15.39,Yes,6.44,59.72,Low Margin
S0000309,20240104,PH0066,PR0015,3,140.12,104.69,35.43,No,25.29,46.71,Medium Margin
S0000310,20240104,PH0068,PR0182,4,19.69,13.2,6.49,No,32.96,4.92,High Margin
S0000311,20240104,PH0069,PR0033,15,218.74,157.37,61.37,No,28.06,14.58,Medium Margin
S0000312,20240104,PH0071,PR0128,4,87.7,57.37,30.33,No,34.58,21.92,High Margin
S0000313,20240104,PH0072,PR0032,2,57.02,41.95,15.07,No,26.43,28.51,Medium Margin
S0000314,20240104,PH0072,PR0130,4,57.36,39.39,17.97,No,31.33,14.34,High Margin
S0000315,20240104,PH0074,PR0057,3,119.0,94.1,24.9,No,20.92,39.67,Medium Margin
S0000316,20240104,PH0074,PR0134,7,99.37,72.58,26.79,No,26.96,14.2,Medium Margin
S0000317,20240104,PH0076,PR0112,9,231.66,155.2,76.46,No,33.01,25.74,High Margin
S0000318,20240104,PH0076,PR0044,14,306.32,230.76,75.56,Yes,24.67,21.88,Medium Margin
S0000319,20240104,PH0077,PR0107,17,186.32,121.33,64.99,No,34.88,10.96,High Margin
S0000320,20240104,PH0078,PR0077,8,74.41,53.54,20.87,No,28.05,9.3,Medium Margin
S0000321,20240104,PH0078,PR0141,7,323.08,246.15,76.93,No,23.81,46.15,Medium Margin
S0000322,20240104,PH0079,PR0076,4,158.18,118.23,39.95,No,25.26,39.54,Medium Margin
S0000323,20240104,PH0080,PR0059,4,32.2,20.97,11.23,No,34.88,8.05,High Margin
S0000324,20240104,PH0083,PR0137,1,18.87,12.61,6.26,No,33.17,18.87,High Margin
S0000325,20240104,PH0085,PR0096,7,47.55,31.91,15.64,No,32.89,6.79,High Margin
S0000326,20240104,PH0085,PR0182,7,41.96,27.31,14.65,No,34.91,5.99,High Margin
S0000327,20240104,PH0085,PR0026,7,147.7,94.32,53.38,No,36.14,21.1,High Margin
S0000328,20240104,PH0086,PR0058,5,64.26,46.94,17.32,No,26.95,12.85,Medium Margin
S0000329,20240104,PH0087,PR0045,9,48.75,37.18,11.57,Yes,23.73,5.42,Medium Margin
S0000330,20240104,PH0088,PR0044,2,47.29,30.44,16.85,No,35.63,23.64,High Margin
S0000331,20240104,PH0089,PR0047,3,37.51,25.36,12.15,Yes,32.39,12.5,High Margin
S0000332,20240104,PH0089,PR0081,6,94.11,60.68,33.43,No,35.52,15.68,High Margin
S0000333,20240104,PH0091,PR0161,3,60.24,53.65,6.59,Yes,10.94,20.08,Low Margin
S0000334,20240104,PH0093,PR0211,4,93.58,72.34,21.24,No,22.7,23.4,Medium Margin
S0000335,20240104,PH0093,PR0191,12,652.13,483.06,169.07,No,25.93,54.34,Medium Margin
S0000336,20240104,PH0094,PR0147,2,26.85,16.87,9.98,No,37.17,13.42,High Margin
S0000337,20240104,PH0095,PR0198,8,93.41,58.31,35.1,No,37.58,11.68,High Margin
S0000338,20240104,PH0095,PR0132,13,153.84,105.21,48.63,No,31.61,11.83,High Margin
S0000339,20240104,PH0096,PR0033,2,30.7,21.81,8.89,No,28.96,15.35,Medium Margin
S0000340,20240104,PH0099,PR0196,10,48.7,34.45,14.25,No,29.26,4.87,Medium Margin
S0000341,20240104,PH0101,PR0093,7,105.47,74.1,31.37,No,29.74,15.07,Medium Margin
S0000342,20240104,PH0101,PR0210,2,66.57,40.98,25.59,No,38.44,33.28,High Margin
S0000343,20240104,PH0104,PR0135,4,87.55,61.72,25.83,No,29.5,21.89,Medium Margin
S0000344,20240104,PH0104,PR0189,12,240.53,161.43,79.1,No,32.89,20.04,High Margin
S0000345,20240104,PH0107,PR0204,14,124.22,83.41,40.81,No,32.85,8.87,High Margin
S0000346,20240104,PH0107,PR0114,10,245.38,146.57,98.81,No,40.27,24.54,High Margin
S0000347,20240104,PH0108,PR0187,1,15.46,11.21,4.25,Yes,27.49,15.46,Medium Margin
S0000348,20240104,PH0108,PR0040,4,106.17,75.4,30.77,No,28.98,26.54,Medium Margin
S0000349,20240104,PH0108,PR0003,17,234.98,173.85,61.13,No,26.01,13.82,Medium Margin
S0000350,20240104,PH0110,PR0201,3,27.77,18.44,9.33,No,33.6,9.26,High Margin
S0000351,20240104,PH0111,PR0002,16,112.48,83.09,29.39,No,26.13,7.03,Medium Margin
S0000352,20240104,PH0111,PR0117,8,40.8,26.72,14.08,No,34.51,5.1,High Margin
S0000353,20240104,PH0112,PR0048,3,37.83,26.72,11.11,No,29.37,12.61,Medium Margin
S0000354,20240104,PH0113,PR0029,10,90.36,72.97,17.39,Yes,19.25,9.04,Medium Margin
S0000355,20240104,PH0117,PR0115,7,80.97,59.16,21.81,No,26.94,11.57,Medium Margin
S0000356,20240104,PH0118,PR0085,8,57.92,38.62,19.3,No,33.32,7.24,High Margin
S0000357,20240104,PH0119,PR0218,6,111.07,78.56,32.51,No,29.27,18.51,Medium Margin
S0000358,20240104,PH0119,PR0157,10,257.8,180.4,77.4,No,30.02,25.78,High Margin
S0000359,20240104,PH0120,PR0145,10,657.39,597.6,59.79,Yes,9.1,65.74,Low Margin
S0000360,20240105,PH0007,PR0118,11,802.73,571.56,231.17,No,28.8,72.98,Medium Margin
S0000361,20240105,PH0008,PR0044,2,40.09,25.83,14.26,No,35.57,20.05,High Margin
S0000362,20240105,PH0010,PR0015,3,138.77,104.19,34.58,No,24.92,46.26,Medium Margin
S0000363,20240105,PH0010,PR0148,6,417.03,306.3,110.73,No,26.55,69.5,Medium Margin
S0000364,20240105,PH0015,PR0096,9,64.35,44.17,20.18,No,31.36,7.15,High Margin
S0000365,20240105,PH0015,PR0021,15,186.91,140.39,46.52,Yes,24.89,12.46,Medium Margin
S0000366,20240105,PH0021,PR0201,2,18.51,11.94,6.57,No,35.49,9.26,High Margin
S0000367,20240105,PH0023,PR0122,1,109.35,77.86,31.49,No,28.8,109.35,Medium Margin
S0000368,20240105,PH0023,PR0100,1,77.3,56.24,21.06,No,27.24,77.3,Medium Margin
S0000369,20240105,PH0025,PR0033,7,83.81,60.72,23.09,No,27.55,11.97,Medium Margin
S0000370,20240105,PH0026,PR0020,17,266.66,176.56,90.1,No,33.79,15.69,High Margin
S0000371,20240105,PH0028,PR0102,10,197.98,136.19,61.79,No,31.21,19.8,High Margin
S0000372,20240105,PH0028,PR0198,6,63.38,38.89,24.49,No,38.64,10.56,High Margin
S0000373,20240105,PH0032,PR0131,3,76.38,55.87,20.51,No,26.85,25.46,Medium Margin
S0000374,20240105,PH0033,PR0151,7,82.26,54.35,27.91,No,33.93,11.75,High Margin
S0000375,20240105,PH0037,PR0220,6,104.2,67.81,36.39,No,34.92,17.37,High Margin
S0000376,20240105,PH0038,PR0092,4,277.45,210.17,67.28,No,24.25,69.36,Medium Margin
S0000377,20240105,PH0041,PR0209,5,166.42,148.22,18.2,Yes,10.94,33.28,Low Margin
S0000378,20240105,PH0042,PR0195,11,143.27,110.75,32.52,Yes,22.7,13.02,Medium Margin
S0000379,20240105,PH0045,PR0079,10,143.01,106.55,36.46,No,25.49,14.3,Medium Margin
S0000380,20240105,PH0048,PR0118,7,486.5,347.96,138.54,No,28.48,69.5,Medium Margin
S0000381,20240105,PH0048,PR0192,2,66.96,45.48,21.48,No,32.08,33.48,High Margin
S0000382,20240105,PH0048,PR0134,12,148.05,117.24,30.81,Yes,20.81,12.34,Medium Margin
S0000383,20240105,PH0049,PR0013,6,78.95,51.32,27.63,No,35.0,13.16,High Margin
S0000384,20240105,PH0050,PR0137,9,178.07,123.56,54.51,No,30.61,19.79,High Margin
S0000385,20240105,PH0053,PR0111,4,124.28,97.06,27.22,No,21.9,31.07,Medium Margin
S0000386,20240105,PH0054,PR0134,9,117.04,91.88,25.16,Yes,21.5,13.0,Medium Margin
S0000387,20240105,PH0054,PR0119,4,120.02,97.24,22.78,No,18.98,30.0,Medium Margin
S0000388,20240105,PH0055,PR0093,22,281.37,223.9,57.47,Yes,20.43,12.79,Medium Margin
S0000389,20240105,PH0058,PR0201,14,129.58,86.73,42.85,No,33.07,9.26,High Margin
S0000390,20240105,PH0058,PR0041,8,625.36,471.26,154.1,No,24.64,78.17,Medium Margin
S0000391,20240105,PH0058,PR0180,7,474.69,356.47,118.22,No,24.9,67.81,Medium Margin
S0000392,20240105,PH0062,PR0062,1,56.59,44.33,12.26,No,21.66,56.59,Medium Margin
S0000393,20240105,PH0062,PR0107,15,156.18,99.12,57.06,No,36.53,10.41,High Margin
S0000394,20240105,PH0062,PR0068,11,127.39,96.16,31.23,No,24.52,11.58,Medium Margin
S0000395,20240105,PH0063,PR0147,5,89.49,53.94,35.55,No,39.73,17.9,High Margin
S0000396,20240105,PH0063,PR0131,1,26.48,19.76,6.72,No,25.38,26.48,Medium Margin
S0000397,20240105,PH0063,PR0096,4,29.74,19.66,10.08,No,33.89,7.44,High Margin
S0000398,20240105,PH0063,PR0142,1,68.71,53.42,15.29,No,22.25,68.71,Medium Margin
S0000399,20240105,PH0066,PR0185,2,26.98,21.98,5.0,No,18.53,13.49,Medium Margin
S0000400,20240105,PH0070,PR0048,14,168.14,120.07,48.07,No,28.59,12.01,Medium Margin
S0000401,20240105,PH0071,PR0054,16,143.79,95.41,48.38,No,33.65,8.99,High Margin
S0000402,20240105,PH0073,PR0023,7,106.12,73.95,32.17,Yes,30.31,15.16,High Margin
S0000403,20240105,PH0074,PR0025,4,332.63,241.8,90.83,No,27.31,83.16,Medium Margin
S0000404,20240105,PH0076,PR0189,9,182.15,121.23,60.92,No,33.44,20.24,High Margin
S0000405,20240105,PH0078,PR0126,7,28.41,18.68,9.73,No,34.25,4.06,High Margin
S0000406,20240105,PH0083,PR0152,15,356.74,237.75,118.99,No,33.35,23.78,High Margin
S0000407,20240105,PH0087,PR0110,8,169.76,105.68,64.08,No,37.75,21.22,High Margin
S0000408,20240105,PH0087,PR0164,5,65.1,40.55,24.55,No,37.71,13.02,High Margin
S0000409,20240105,PH0088,PR0136,2,25.15,17.32,7.83,No,31.13,12.58,High Margin
S0000410,20240105,PH0088,PR0128,5,106.17,69.55,36.62,No,34.49,21.23,High Margin
S0000411,20240105,PH0094,PR0063,7,20.43,14.5,5.93,Yes,29.03,2.92,Medium Margin
S0000412,20240105,PH0095,PR0119,4,122.35,100.48,21.87,No,17.87,30.59,Medium Margin
S0000413,20240105,PH0095,PR0140,14,348.54,215.94,132.6,No,38.04,24.9,High Margin
S0000414,20240105,PH0096,PR0208,3,48.72,32.76,15.96,No,32.76,16.24,High Margin
S0000415,20240105,PH0098,PR0136,3,38.96,25.64,13.32,No,34.19,12.99,High Margin
S0000416,20240105,PH0100,PR0157,9,214.83,141.34,73.49,No,34.21,23.87,High Margin
S0000417,20240105,PH0101,PR0018,4,169.51,133.41,36.1,No,21.3,42.38,Medium Margin
S0000418,20240105,PH0103,PR0097,5,51.9,35.74,16.16,No,31.14,10.38,High Margin
S0000419,20240105,PH0104,PR0182,4,26.0,17.43,8.57,No,32.96,6.5,High Margin
S0000420,20240105,PH0104,PR0030,8,116.27,72.09,44.18,No,38.0,14.53,High Margin
S0000421,20240105,PH0106,PR0114,17,396.32,268.04,128.28,Yes,32.37,23.31,High Margin
S0000422,20240105,PH0106,PR0199,8,445.12,337.21,107.91,No,24.24,55.64,Medium Margin
S0000423,20240105,PH0106,PR0150,8,659.32,517.46,141.86,No,21.52,82.42,Medium Margin
S0000424,20240105,PH0108,PR0118,4,286.34,203.27,83.07,No,29.01,71.58,Medium Margin
S0000425,20240105,PH0109,PR0066,12,135.34,86.29,49.05,No,36.24,11.28,High Margin
S0000426,20240105,PH0109,PR0104,15,42.02,28.87,13.15,No,31.29,2.8,High Margin
S0000427,20240105,PH0110,PR0013,6,109.32,73.76,35.56,No,32.53,18.22,High Margin
S0000428,20240105,PH0111,PR0045,11,71.72,49.56,22.16,No,30.9,6.52,High Margin
S0000429,20240105,PH0112,PR0030,5,74.08,48.12,25.96,No,35.04,14.82,High Margin
S0000430,20240105,PH0113,PR0197,7,154.57,100.73,53.84,No,34.83,22.08,High Margin
S0000431,20240105,PH0117,PR0029,1,7.33,5.44,1.89,Yes,25.78,7.33,Medium Margin
S0000432,20240105,PH0117,PR0009,5,54.13,40.03,14.1,No,26.05,10.83,Medium Margin
S0000433,20240105,PH0119,PR0097,7,71.57,49.04,22.53,Yes,31.48,10.22,High Margin
S0000434,20240105,PH0120,PR0124,8,388.44,294.99,93.45,No,24.06,48.56,Medium Margin
S0000435,20240105,PH0120,PR0163,1,90.57,72.49,18.08,Yes,19.96,90.57,Medium Margin
S0000436,20240106,PH0002,PR0065,9,82.37,57.66,24.71,No,30.0,9.15,High Margin
S0000437,20240106,PH0002,PR0096,13,96.67,64.45,32.22,No,33.33,7.44,High Margin
S0000438,20240106,PH0005,PR0182,6,29.53,19.33,10.2,No,34.54,4.92,High Margin
S0000439,20240106,PH0008,PR0207,7,35.23,27.17,8.06,Yes,22.88,5.03,Medium Margin
S0000440,20240106,PH0009,PR0182,10,66.25,42.07,24.18,No,36.5,6.62,High Margin
S0000441,20240106,PH0017,PR0166,12,155.4,107.3,48.1,No,30.95,12.95,High Margin
S0000442,20240106,PH0022,PR0003,9,130.44,99.0,31.44,No,24.1,14.49,Medium Margin
S0000443,20240106,PH0023,PR0154,1,98.82,73.1,25.72,No,26.03,98.82,Medium Margin
S0000444,20240106,PH0024,PR0081,8,132.08,87.59,44.49,No,33.68,16.51,High Margin
S0000445,20240106,PH0024,PR0016,1,12.94,8.73,4.21,No,32.53,12.94,High Margin
S0000446,20240106,PH0026,PR0032,4,104.92,77.25,27.67,No,26.37,26.23,Medium Margin
S0000447,20240106,PH0027,PR0106,5,328.43,256.92,71.51,No,21.77,65.69,Medium Margin
S0000448,20240106,PH0027,PR0079,11,155.81,111.2,44.61,No,28.63,14.16,Medium Margin
S0000449,20240106,PH0027,PR0072,11,318.38,200.27,118.11,No,37.1,28.94,High Margin
S0000450,20240106,PH0028,PR0088,1,91.82,69.2,22.62,No,24.64,91.82,Medium Margin
S0000451,20240106,PH0030,PR0086,3,20.08,16.3,3.78,Yes,18.82,6.69,Medium Margin
S0000452,20240106,PH0035,PR0162,18,53.32,37.8,15.52,No,29.11,2.96,Medium Margin
S0000453,20240106,PH0035,PR0048,8,88.39,61.23,27.16,No,30.73,11.05,High Margin
S0000454,20240106,PH0041,PR0003,10,120.32,93.5,26.82,Yes,22.29,12.03,Medium Margin
S0000455,20240106,PH0042,PR0178,10,176.15,117.01,59.14,No,33.57,17.62,High Margin
S0000456,20240106,PH0043,PR0029,7,73.13,50.71,22.42,No,30.66,10.45,High Margin
S0000457,20240106,PH0046,PR0118,3,208.5,150.66,57.84,No,27.74,69.5,Medium Margin
S0000458,20240106,PH0046,PR0088,2,166.94,139.98,26.96,Yes,16.15,83.47,Medium Margin
S0000459,20240106,PH0047,PR0199,3,166.92,131.21,35.71,No,21.39,55.64,Medium Margin
S0000460,20240106,PH0051,PR0064,4,57.64,47.4,10.24,Yes,17.77,14.41,Medium Margin
S0000461,20240106,PH0054,PR0043,18,239.72,175.71,64.01,No,26.7,13.32,Medium Margin
S0000462,20240106,PH0056,PR0032,12,325.01,244.96,80.05,No,24.63,27.08,Medium Margin
S0000463,20240106,PH0058,PR0014,9,119.94,83.5,36.44,No,30.38,13.33,High Margin
S0000464,20240106,PH0058,PR0187,4,72.36,49.35,23.01,No,31.8,18.09,High Margin
S0000465,20240106,PH0062,PR0099,7,163.79,106.9,56.89,No,34.73,23.4,High Margin
S0000466,20240106,PH0062,PR0103,7,64.9,46.31,18.59,No,28.64,9.27,Medium Margin
S0000467,20240106,PH0064,PR0180,6,293.86,225.61,68.25,No,23.23,48.98,Medium Margin
S0000468,20240106,PH0067,PR0111,5,159.79,125.12,34.67,No,21.7,31.96,Medium Margin
S0000469,20240106,PH0070,PR0087,4,30.92,22.81,8.11,No,26.23,7.73,Medium Margin
S0000470,20240106,PH0070,PR0204,22,205.48,136.12,69.36,No,33.76,9.34,High Margin
S0000471,20240106,PH0071,PR0206,17,70.74,49.2,21.54,No,30.45,4.16,High Margin
S0000472,20240106,PH0072,PR0012,6,281.0,248.39,32.61,Yes,11.6,46.83,Low Margin
S0000473,20240106,PH0078,PR0102,4,85.86,60.14,25.72,No,29.96,21.46,Medium Margin
S0000474,20240106,PH0078,PR0056,2,30.6,22.91,7.69,Yes,25.13,15.3,Medium Margin
S0000475,20240106,PH0078,PR0002,8,57.93,41.79,16.14,No,27.86,7.24,Medium Margin
S0000476,20240106,PH0081,PR0166,3,40.79,28.81,11.98,No,29.37,13.6,Medium Margin
S0000477,20240106,PH0086,PR0166,6,81.59,55.46,26.13,No,32.03,13.6,High Margin
S0000478,20240106,PH0087,PR0066,6,65.7,43.37,22.33,No,33.99,10.95,High Margin
S0000479,20240106,PH0089,PR0110,3,60.48,38.51,21.97,No,36.33,20.16,High Margin
S0000480,20240106,PH0092,PR0161,1,23.01,18.66,4.35,No,18.9,23.01,Medium Margin
S0000481,20240106,PH0093,PR0200,9,62.93,44.67,18.26,No,29.02,6.99,Medium Margin
S0000482,20240106,PH0094,PR0125,3,63.72,42.44,21.28,No,33.4,21.24,High Margin
S0000483,20240106,PH0095,PR0115,15,233.57,167.88,65.69,No,28.12,15.57,Medium Margin
S0000484,20240106,PH0095,PR0072,5,146.11,91.6,54.51,No,37.31,29.22,High Margin
S0000485,20240106,PH0095,PR0016,13,158.34,119.46,38.88,Yes,24.55,12.18,Medium Margin
S0000486,20240106,PH0096,PR0200,13,98.8,67.14,31.66,No,32.04,7.6,High Margin
S0000487,20240106,PH0096,PR0038,8,45.44,31.93,13.51,No,29.73,5.68,Medium Margin
S0000488,20240106,PH0096,PR0143,4,161.12,125.28,35.84,No,22.24,40.28,Medium Margin
S0000489,20240106,PH0097,PR0067,3,50.97,41.97,9.0,Yes,17.66,16.99,Medium Margin
S0000490,20240106,PH0098,PR0014,2,23.45,16.27,7.18,No,30.62,11.72,High Margin
S0000491,20240106,PH0098,PR0143,3,114.8,88.42,26.38,No,22.98,38.27,Medium Margin
S0000492,20240106,PH0099,PR0102,4,71.19,56.32,14.87,Yes,20.89,17.8,Medium Margin
S0000493,20240106,PH0100,PR0084,3,54.33,37.3,17.03,No,31.35,18.11,High Margin
S0000494,20240106,PH0100,PR0078,12,253.12,187.05,66.07,Yes,26.1,21.09,Medium Margin
S0000495,20240106,PH0101,PR0086,4,39.61,28.77,10.84,No,27.37,9.9,Medium Margin
S0000496,20240106,PH0104,PR0154,1,94.25,70.55,23.7,No,25.15,94.25,Medium Margin
S0000497,20240106,PH0107,PR0204,14,124.22,85.8,38.42,No,30.93,8.87,High Margin
S0000498,20240106,PH0108,PR0149,4,29.75,21.83,7.92,No,26.62,7.44,Medium Margin
S0000499,20240106,PH0114,PR0004,12,167.04,102.39,64.65,No,38.7,13.92,High Margin
S0000500,20240106,PH0116,PR0040,10,244.81,171.05,73.76,No,30.13,24.48,High Margin
S0000501,20240107,PH0015,PR0185,6,77.82,64.08,13.74,No,17.66,12.97,Medium Margin
S0000502,20240107,PH0017,PR0096,8,48.54,36.16,12.38,Yes,25.5,6.07,Medium Margin
S0000503,20240107,PH0018,PR0186,17,308.73,214.43,94.3,No,30.54,18.16,High Margin
S0000504,20240107,PH0021,PR0034,8,99.45,69.6,29.85,No,30.02,12.43,High Margin
S0000505,20240107,PH0022,PR0125,8,235.27,155.24,80.03,No,34.02,29.41,High Margin
S0000506,20240107,PH0023,PR0139,3,32.01,20.63,11.38,No,35.55,10.67,High Margin
S0000507,20240107,PH0027,PR0207,7,55.98,37.96,18.02,No,32.19,8.0,High Margin
S0000508,20240107,PH0029,PR0144,13,301.12,191.53,109.59,No,36.39,23.16,High Margin
S0000509,20240107,PH0035,PR0071,25,433.55,288.32,145.23,No,33.5,17.34,High Margin
S0000510,20240107,PH0036,PR0056,12,189.23,129.68,59.55,No,31.47,15.77,High Margin
S0000511,20240107,PH0036,PR0101,1,102.12,74.15,27.97,No,27.39,102.12,Medium Margin
S0000512,20240107,PH0037,PR0043,14,190.07,139.3,50.77,No,26.71,13.58,Medium Margin
S0000513,20240107,PH0042,PR0206,16,75.69,55.07,20.62,No,27.24,4.73,Medium Margin
S0000514,20240107,PH0042,PR0086,8,81.48,61.72,19.76,No,24.25,10.18,Medium Margin
S0000515,20240107,PH0043,PR0075,11,140.46,116.01,24.45,Yes,17.41,12.77,Medium Margin
S0000516,20240107,PH0044,PR0096,16,117.83,82.82,35.01,No,29.71,7.36,Medium Margin
S0000517,20240107,PH0045,PR0053,6,55.44,40.34,15.1,No,27.24,9.24,Medium Margin
S0000518,20240107,PH0049,PR0196,8,30.39,21.8,8.59,No,28.27,3.8,Medium Margin
S0000519,20240107,PH0051,PR0147,11,128.32,92.14,36.18,Yes,28.2,11.67,Medium Margin
S0000520,20240107,PH0051,PR0151,19,183.32,122.96,60.36,No,32.93,9.65,High Margin
S0000521,20240107,PH0053,PR0103,22,225.46,167.01,58.45,No,25.92,10.25,Medium Margin
S0000522,20240107,PH0054,PR0045,6,40.29,28.59,11.7,No,29.04,6.72,Medium Margin
S0000523,20240107,PH0057,PR0109,5,83.17,59.37,23.8,No,28.62,16.63,Medium Margin
S0000524,20240107,PH0059,PR0094,13,434.2,286.33,147.87,No,34.06,33.4,High Margin
S0000525,20240107,PH0060,PR0020,5,89.51,58.88,30.63,No,34.22,17.9,High Margin
S0000526,20240107,PH0062,PR0144,9,167.03,126.35,40.68,Yes,24.35,18.56,Medium Margin
S0000527,20240107,PH0065,PR0048,1,9.99,7.84,2.15,Yes,21.52,9.99,Medium Margin
S0000528,20240107,PH0065,PR0220,4,60.87,39.29,21.58,No,35.45,15.22,High Margin
S0000529,20240107,PH0066,PR0183,16,167.41,125.13,42.28,Yes,25.26,10.46,Medium Margin
S0000530,20240107,PH0069,PR0050,7,54.46,40.63,13.83,No,25.39,7.78,Medium Margin
S0000531,20240107,PH0075,PR0162,4,12.24,8.35,3.89,No,31.78,3.06,High Margin
S0000532,20240107,PH0078,PR0207,8,63.37,42.12,21.25,No,33.53,7.92,High Margin
S0000533,20240107,PH0078,PR0068,6,75.33,56.1,19.23,No,25.53,12.56,Medium Margin
S0000534,20240107,PH0079,PR0137,5,71.45,46.96,24.49,No,34.28,14.29,High Margin
S0000535,20240107,PH0091,PR0152,8,178.11,136.66,41.45,Yes,23.27,22.26,Medium Margin
S0000536,20240107,PH0095,PR0115,4,62.29,44.62,17.67,No,28.37,15.57,Medium Margin
S0000537,20240107,PH0097,PR0190,4,104.96,68.63,36.33,No,34.61,26.24,High Margin
S0000538,20240107,PH0098,PR0043,7,85.98,60.59,25.39,No,29.53,12.28,Medium Margin
S0000539,20240107,PH0099,PR0045,2,13.04,9.05,3.99,No,30.6,6.52,High Margin
S0000540,20240107,PH0099,PR0003,5,67.1,49.62,17.48,No,26.05,13.42,Medium Margin
S0000541,20240107,PH0101,PR0059,22,238.39,160.44,77.95,No,32.7,10.84,High Margin
S0000542,20240107,PH0103,PR0205,8,192.28,121.41,70.87,No,36.86,24.04,High Margin
S0000543,20240107,PH0104,PR0185,4,53.44,43.44,10.0,No,18.71,13.36,Medium Margin
S0000544,20240107,PH0104,PR0088,1,99.55,75.21,24.34,No,24.45,99.55,Medium Margin
S0000545,20240107,PH0105,PR0087,13,95.47,69.92,25.55,No,26.76,7.34,Medium Margin
S0000546,20240107,PH0106,PR0041,2,152.0,114.57,37.43,No,24.62,76.0,Medium Margin
S0000547,20240107,PH0106,PR0032,12,359.23,270.17,89.06,No,24.79,29.94,Medium Margin
S0000548,20240107,PH0108,PR0164,12,160.93,103.13,57.8,No,35.92,13.41,High Margin
S0000549,20240107,PH0111,PR0033,6,86.74,64.03,22.71,Yes,26.18,14.46,Medium Margin
S0000550,20240107,PH0111,PR0096,6,39.68,29.46,10.22,Yes,25.76,6.61,Medium Margin
S0000551,20240107,PH0112,PR0058,6,77.11,52.58,24.53,No,31.81,12.85,High Margin
S0000552,20240107,PH0113,PR0062,5,312.74,250.04,62.7,No,20.05,62.55,Medium Margin
S0000553,20240107,PH0114,PR0060,10,664.52,547.79,116.73,No,17.57,66.45,Medium Margin
S0000554,20240107,PH0116,PR0021,9,113.89,80.26,33.63,No,29.53,12.65,Medium Margin
S0000555,20240107,PH0117,PR0178,6,76.33,50.84,25.49,No,33.39,12.72,High Margin
S0000556,20240107,PH0117,PR0198,9,78.06,48.03,30.03,No,38.47,8.67,High Margin
S0000557,20240107,PH0118,PR0007,7,100.3,74.46,25.84,Yes,25.76,14.33,Medium Margin
S0000558,20240107,PH0119,PR0142,12,856.27,661.09,195.18,No,22.79,71.36,Medium Margin
